1,0.015,1387294400,user_group-1,0.013072,,{'get_tweets': 0.012336969375610352}
2,0.023,1387294400,user_group-1,0.007854,,{'get_tweets': 0.0077478885650634766}
3,0.031,1387294400,user_group-1,0.007730,,{'get_tweets': 0.007667064666748047}
4,0.039,1387294400,user_group-1,0.008046,,{'get_tweets': 0.007936954498291016}
5,0.047,1387294400,user_group-1,0.008109,,{'get_tweets': 0.007999897003173828}
6,0.055,1387294400,user_group-1,0.008199,,{'get_tweets': 0.008090019226074219}
7,0.064,1387294400,user_group-1,0.008268,,{'get_tweets': 0.008157968521118164}
8,0.072,1387294400,user_group-1,0.008373,,{'get_tweets': 0.008259057998657227}
9,0.080,1387294400,user_group-1,0.008144,,{'get_tweets': 0.00802302360534668}
10,0.089,1387294400,user_group-1,0.008107,,{'get_tweets': 0.007995843887329102}
11,0.097,1387294400,user_group-1,0.008225,,{'get_tweets': 0.008114099502563477}
12,0.105,1387294400,user_group-1,0.008602,,{'get_tweets': 0.008478879928588867}
13,0.113,1387294400,user_group-1,0.009534,,{'get_tweets': 0.009392976760864258}
14,0.121,1387294400,user_group-1,0.015323,,{'get_tweets': 0.015146017074584961}
15,0.128,1387294400,user_group-1,0.014798,,{'get_tweets': 0.014690160751342773}
16,0.136,1387294400,user_group-1,0.014830,,{'get_tweets': 0.014721155166625977}
17,0.143,1387294400,user_group-1,0.014980,,{'get_tweets': 0.014870882034301758}
18,0.151,1387294400,user_group-1,0.014873,,{'get_tweets': 0.014764070510864258}
19,0.158,1387294400,user_group-1,0.014724,,{'get_tweets': 0.014612913131713867}
20,0.165,1387294400,user_group-1,0.014690,,{'get_tweets': 0.014581918716430664}
21,0.173,1387294400,user_group-1,0.014612,,{'get_tweets': 0.014500856399536133}
22,0.180,1387294400,user_group-1,0.014653,,{'get_tweets': 0.014513969421386719}
23,0.187,1387294401,user_group-1,0.014736,,{'get_tweets': 0.014590024948120117}
24,0.195,1387294401,user_group-1,0.014828,,{'get_tweets': 0.014711141586303711}
25,0.203,1387294401,user_group-1,0.015128,,{'get_tweets': 0.01497197151184082}
26,0.210,1387294401,user_group-1,0.014813,,{'get_tweets': 0.014703035354614258}
27,0.217,1387294401,user_group-1,0.014549,,{'get_tweets': 0.014434099197387695}
28,0.224,1387294401,user_group-1,0.020022,,{'get_tweets': 0.019904136657714844}
29,0.232,1387294401,user_group-1,0.021903,,{'get_tweets': 0.021792888641357422}
30,0.239,1387294401,user_group-1,0.021983,,{'get_tweets': 0.021886110305786133}
31,0.246,1387294401,user_group-1,0.022132,,{'get_tweets': 0.02207493782043457}
32,0.254,1387294401,user_group-1,0.021986,,{'get_tweets': 0.02187490463256836}
33,0.261,1387294401,user_group-1,0.022059,,{'get_tweets': 0.021898984909057617}
34,0.269,1387294401,user_group-1,0.022410,,{'get_tweets': 0.022298097610473633}
35,0.277,1387294401,user_group-1,0.022899,,{'get_tweets': 0.02278900146484375}
36,0.284,1387294401,user_group-1,0.022711,,{'get_tweets': 0.022600889205932617}
37,0.291,1387294401,user_group-1,0.022272,,{'get_tweets': 0.022162914276123047}
38,0.298,1387294401,user_group-1,0.021503,,{'get_tweets': 0.021394014358520508}
39,0.306,1387294401,user_group-1,0.022039,,{'get_tweets': 0.021928787231445312}
40,0.313,1387294401,user_group-1,0.022161,,{'get_tweets': 0.02197098731994629}
41,0.321,1387294401,user_group-1,0.022547,,{'get_tweets': 0.022436857223510742}
42,0.328,1387294401,user_group-1,0.022709,,{'get_tweets': 0.02259087562561035}
43,0.335,1387294401,user_group-1,0.029017,,{'get_tweets': 0.02890491485595703}
44,0.343,1387294401,user_group-1,0.029268,,{'get_tweets': 0.029134035110473633}
45,0.370,1387294401,user_group-1,0.049083,HTTP Error 500: INTERNAL SERVER ERROR,{'get_tweets': 0.022436857223510742}
46,0.381,1387294401,user_group-1,0.052375,,{'get_tweets': 0.052232980728149414}
47,0.388,1387294401,user_group-1,0.052416,,{'get_tweets': 0.05227994918823242}
48,0.395,1387294401,user_group-1,0.052686,,{'get_tweets': 0.05254507064819336}
49,0.403,1387294401,user_group-1,0.032897,,{'get_tweets': 0.032763004302978516}
50,0.410,1387294401,user_group-1,0.029792,,{'get_tweets': 0.029642105102539062}
51,0.418,1387294401,user_group-1,0.030257,,{'get_tweets': 0.030102014541625977}
52,0.426,1387294401,user_group-1,0.029989,,{'get_tweets': 0.029848098754882812}
53,0.433,1387294401,user_group-1,0.030072,,{'get_tweets': 0.02992701530456543}
54,0.441,1387294401,user_group-1,0.033268,,{'get_tweets': 0.03315377235412598}
55,0.448,1387294401,user_group-1,0.037536,,{'get_tweets': 0.037422895431518555}
56,0.456,1387294401,user_group-1,0.037764,,{'get_tweets': 0.03764986991882324}
57,0.464,1387294401,user_group-1,0.038356,,{'get_tweets': 0.03820395469665527}
58,0.471,1387294401,user_group-1,0.038154,,{'get_tweets': 0.03804492950439453}
59,0.478,1387294401,user_group-1,0.037157,,{'get_tweets': 0.03700900077819824}
60,0.484,1387294401,user_group-1,0.036394,,{'get_tweets': 0.03621697425842285}
61,0.491,1387294401,user_group-1,0.034950,,{'get_tweets': 0.0348210334777832}
62,0.497,1387294401,user_group-1,0.033275,,{'get_tweets': 0.033065080642700195}
63,0.504,1387294401,user_group-1,0.032176,,{'get_tweets': 0.03205704689025879}
64,0.511,1387294401,user_group-1,0.032652,,{'get_tweets': 0.032534122467041016}
65,0.518,1387294401,user_group-1,0.033198,,{'get_tweets': 0.03307700157165527}
66,0.525,1387294401,user_group-1,0.034022,,{'get_tweets': 0.03391003608703613}
