1,0.078,1389880875,user_group-1,0.072034,,{'get_tweets': 0.07013201713562012}
2,0.167,1389880875,user_group-1,0.087763,,{'get_tweets': 0.08748006820678711}
3,0.237,1389880875,user_group-2,0.228111,,{'post_tweet': 0.11272096633911133, 'get_tweets': 0.11283016204833984}
4,0.284,1389880876,user_group-1,0.117169,,{'get_tweets': 0.11692595481872559}
5,0.314,1389880876,user_group-2,0.193525,,{'post_tweet': 0.10659503936767578, 'get_tweets': 0.08631706237792969}
6,0.438,1389880876,user_group-1,0.154352,,{'get_tweets': 0.1540970802307129}
7,0.566,1389880876,user_group-2,0.332375,,{'post_tweet': 0.20983195304870605, 'get_tweets': 0.12196183204650879}
8,0.596,1389880876,user_group-2,0.357567,,{'post_tweet': 0.1986088752746582, 'get_tweets': 0.1583271026611328}
9,0.637,1389880876,user_group-1,0.198609,,{'get_tweets': 0.19836211204528809}
10,0.717,1389880876,user_group-2,0.402880,,{'post_tweet': 0.23251008987426758, 'get_tweets': 0.16968488693237305}
11,0.747,1389880876,user_group-2,0.401292,,{'post_tweet': 0.2113499641418457, 'get_tweets': 0.18934106826782227}
12,0.925,1389880876,user_group-1,0.288095,,{'get_tweets': 0.28785014152526855}
13,0.997,1389880876,user_group-2,0.539105,,{'post_tweet': 0.31043004989624023, 'get_tweets': 0.22806096076965332}
14,1.114,1389880876,user_group-2,0.547813,,{'post_tweet': 0.32062792778015137, 'get_tweets': 0.226593017578125}
15,1.188,1389880876,user_group-2,0.618450,,{'post_tweet': 0.3528561592102051, 'get_tweets': 0.2649989128112793}
16,1.221,1389880876,user_group-2,0.625588,,{'post_tweet': 0.34218692779541016, 'get_tweets': 0.28279614448547363}
17,1.324,1389880877,user_group-1,0.398678,,{'get_tweets': 0.39844799041748047}
18,1.351,1389880877,user_group-2,0.668928,,{'post_tweet': 0.3838920593261719, 'get_tweets': 0.2844350337982178}
19,1.438,1389880877,user_group-1,0.426057,,{'get_tweets': 0.4258139133453369}
20,1.514,1389880877,user_group-2,0.796276,,{'post_tweet': 0.47090888023376465, 'get_tweets': 0.3248121738433838}
21,1.545,1389880877,user_group-2,0.798366,,{'post_tweet': 0.46077919006347656, 'get_tweets': 0.33699703216552734}
22,1.663,1389880877,user_group-2,0.868320,,{'post_tweet': 0.505324125289917, 'get_tweets': 0.3624119758605957}
23,1.828,1389880877,user_group-2,0.920937,,{'post_tweet': 0.5518569946289062, 'get_tweets': 0.36846494674682617}
24,1.869,1389880877,user_group-1,0.544858,,{'get_tweets': 0.5446059703826904}
25,1.988,1389880877,user_group-2,0.991199,,{'post_tweet': 0.5930290222167969, 'get_tweets': 0.3976161479949951}
26,2.035,1389880877,user_group-1,0.597488,,{'get_tweets': 0.5972399711608887}
27,2.111,1389880877,user_group-2,1.091575,,{'post_tweet': 0.6287558078765869, 'get_tweets': 0.46226000785827637}
28,2.275,1389880878,user_group-2,1.161239,,{'post_tweet': 0.6872661113739014, 'get_tweets': 0.47341084480285645}
29,2.305,1389880878,user_group-2,1.172330,,{'post_tweet': 0.6710669994354248, 'get_tweets': 0.5006890296936035}
30,2.420,1389880878,user_group-2,1.231448,,{'post_tweet': 0.709479808807373, 'get_tweets': 0.5213930606842041}
31,2.457,1389880878,user_group-2,1.235281,,{'post_tweet': 0.701923131942749, 'get_tweets': 0.5327889919281006}
32,2.489,1389880878,user_group-2,1.245181,,{'post_tweet': 0.6924259662628174, 'get_tweets': 0.5521941184997559}
33,2.627,1389880878,user_group-1,0.757411,,{'get_tweets': 0.7571818828582764}
34,2.658,1389880878,user_group-2,1.306487,,{'post_tweet': 0.7462210655212402, 'get_tweets': 0.5596911907196045}
35,2.731,1389880878,user_group-2,1.373649,,{'post_tweet': 0.7715620994567871, 'get_tweets': 0.6015489101409912}
36,2.816,1389880878,user_group-1,0.802844,,{'get_tweets': 0.8025979995727539}
37,2.863,1389880878,user_group-1,0.827644,,{'get_tweets': 0.827415943145752}
38,2.936,1389880878,user_group-2,1.466393,,{'post_tweet': 0.8558478355407715, 'get_tweets': 0.609976053237915}
39,3.054,1389880878,user_group-2,1.540260,,{'post_tweet': 0.8973760604858398, 'get_tweets': 0.6423230171203613}
40,3.084,1389880878,user_group-2,1.539160,,{'post_tweet': 0.884800910949707, 'get_tweets': 0.6537909507751465}
41,3.115,1389880878,user_group-2,1.532518,,{'post_tweet': 0.8690991401672363, 'get_tweets': 0.6628670692443848}
42,3.275,1389880879,user_group-2,1.611535,,{'post_tweet': 0.9248619079589844, 'get_tweets': 0.6861128807067871}
43,3.359,1389880879,user_group-2,1.664748,,{'post_tweet': 0.9647891521453857, 'get_tweets': 0.6993780136108398}
44,3.568,1389880879,user_group-2,1.750620,,{'post_tweet': 1.027764081954956, 'get_tweets': 0.7222142219543457}
45,3.601,1389880879,user_group-2,1.772514,,{'post_tweet': 1.0169689655303955, 'get_tweets': 0.7549519538879395}
46,3.690,1389880879,user_group-1,1.062813,,{'get_tweets': 1.0625851154327393}
47,3.764,1389880879,user_group-2,1.834776,,{'post_tweet': 1.0628299713134766, 'get_tweets': 0.7713930606842041}
48,3.883,1389880879,user_group-2,1.894789,,{'post_tweet': 1.1081569194793701, 'get_tweets': 0.7860579490661621}
49,3.925,1389880879,user_group-1,1.108795,,{'get_tweets': 1.10856294631958}
50,4.010,1389880879,user_group-1,1.146728,,{'get_tweets': 1.1464929580688477}
51,4.041,1389880879,user_group-2,1.999633,,{'post_tweet': 1.13507080078125, 'get_tweets': 0.8639810085296631}
52,4.162,1389880879,user_group-2,2.050926,,{'post_tweet': 1.1796739101409912, 'get_tweets': 0.8706889152526855}
53,4.211,1389880879,user_group-1,1.195807,,{'get_tweets': 1.1955780982971191}
54,4.244,1389880879,user_group-2,2.089990,,{'post_tweet': 1.2183759212493896, 'get_tweets': 0.871068000793457}
55,4.450,1389880880,user_group-2,2.182839,,{'post_tweet': 1.293733835220337, 'get_tweets': 0.8885378837585449}
56,4.525,1389880880,user_group-2,2.250032,,{'post_tweet': 1.3248491287231445, 'get_tweets': 0.9246010780334473}
57,4.555,1389880880,user_group-2,2.250558,,{'post_tweet': 1.313770055770874, 'get_tweets': 0.936225175857544}
58,4.677,1389880880,user_group-2,2.299101,,{'post_tweet': 1.345855951309204, 'get_tweets': 0.9526729583740234}
