1,0.064,1389873525,user_group-1,0.058472,,{'get_tweets': 0.05667591094970703}
2,0.156,1389873525,user_group-1,0.091672,,{'get_tweets': 0.09140300750732422}
3,0.189,1389873525,user_group-2,0.178024,Bad Response: HTTP 201,{'post_tweet': 0.07549691200256348, 'get_tweets': 0.10038590431213379}
4,0.277,1389873525,user_group-1,0.120144,,{'get_tweets': 0.11980414390563965}
5,0.350,1389873525,user_group-2,0.226976,Bad Response: HTTP 201,{'post_tweet': 0.1176450252532959, 'get_tweets': 0.10864520072937012}
6,0.434,1389873526,user_group-1,0.157043,,{'get_tweets': 0.1567821502685547}
7,0.465,1389873526,user_group-2,0.275013,Bad Response: HTTP 201,{'post_tweet': 0.14501285552978516, 'get_tweets': 0.12933802604675293}
8,0.580,1389873526,user_group-2,0.344616,Bad Response: HTTP 201,{'post_tweet': 0.18828105926513672, 'get_tweets': 0.1557149887084961}
9,0.623,1389873526,user_group-1,0.188917,,{'get_tweets': 0.1886589527130127}
10,0.744,1389873526,user_group-2,0.394267,Bad Response: HTTP 201,{'post_tweet': 0.2358260154724121, 'get_tweets': 0.15778899192810059}
11,0.773,1389873526,user_group-2,0.425283,Bad Response: HTTP 201,{'post_tweet': 0.22385597229003906, 'get_tweets': 0.20085382461547852}
12,0.912,1389873526,user_group-1,0.289088,,{'get_tweets': 0.2887551784515381}
13,0.942,1389873526,user_group-2,0.482350,Bad Response: HTTP 201,{'post_tweet': 0.27566981315612793, 'get_tweets': 0.20614290237426758}
14,1.017,1389873526,user_group-2,0.552335,Bad Response: HTTP 201,{'post_tweet': 0.3061509132385254, 'get_tweets': 0.2455909252166748}
15,1.178,1389873526,user_group-2,0.606496,Bad Response: HTTP 201,{'post_tweet': 0.3614330291748047, 'get_tweets': 0.24450993537902832}
16,1.211,1389873526,user_group-2,0.630510,Bad Response: HTTP 201,{'post_tweet': 0.3496401309967041, 'get_tweets': 0.2802431583404541}
17,1.297,1389873526,user_group-1,0.384209,,{'get_tweets': 0.38395214080810547}
18,1.372,1389873527,user_group-2,0.688043,Bad Response: HTTP 201,{'post_tweet': 0.38512301445007324, 'get_tweets': 0.3023509979248047}
19,1.412,1389873527,user_group-1,0.402101,,{'get_tweets': 0.4018821716308594}
20,1.530,1389873527,user_group-2,0.785749,Bad Response: HTTP 201,{'post_tweet': 0.4709470272064209, 'get_tweets': 0.3141939640045166}
21,1.563,1389873527,user_group-2,0.789210,Bad Response: HTTP 201,{'post_tweet': 0.4598689079284668, 'get_tweets': 0.3287181854248047}
22,1.646,1389873527,user_group-2,0.850424,Bad Response: HTTP 201,{'post_tweet': 0.4981510639190674, 'get_tweets': 0.351686954498291}
23,1.809,1389873527,user_group-2,0.900462,Bad Response: HTTP 201,{'post_tweet': 0.5541889667510986, 'get_tweets': 0.3456840515136719}
24,1.852,1389873527,user_group-1,0.555331,,{'get_tweets': 0.5551002025604248}
25,1.884,1389873527,user_group-2,0.941641,Bad Response: HTTP 201,{'post_tweet': 0.5441370010375977, 'get_tweets': 0.39687299728393555}
26,2.032,1389873527,user_group-1,0.619149,,{'get_tweets': 0.6189010143280029}
27,2.066,1389873527,user_group-2,1.048251,Bad Response: HTTP 201,{'post_tweet': 0.6084961891174316, 'get_tweets': 0.43911194801330566}
28,2.141,1389873527,user_group-2,1.120021,Bad Response: HTTP 201,{'post_tweet': 0.6401000022888184, 'get_tweets': 0.47898101806640625}
29,2.301,1389873527,user_group-2,1.167907,Bad Response: HTTP 201,{'post_tweet': 0.6892950534820557, 'get_tweets': 0.4780409336090088}
30,2.374,1389873528,user_group-2,1.196211,Bad Response: HTTP 201,{'post_tweet': 0.6850409507751465, 'get_tweets': 0.510577917098999}
31,2.448,1389873528,user_group-2,1.236856,Bad Response: HTTP 201,{'post_tweet': 0.7139990329742432, 'get_tweets': 0.5221929550170898}
32,2.481,1389873528,user_group-2,1.235680,Bad Response: HTTP 201,{'post_tweet': 0.7041008472442627, 'get_tweets': 0.5309798717498779}
33,2.613,1389873528,user_group-1,0.760595,,{'get_tweets': 0.7603631019592285}
34,2.735,1389873528,user_group-2,1.376695,Bad Response: HTTP 201,{'post_tweet': 0.8021688461303711, 'get_tweets': 0.5739400386810303}
35,2.768,1389873528,user_group-2,1.396099,Bad Response: HTTP 201,{'post_tweet': 0.7936029434204102, 'get_tweets': 0.6018850803375244}
36,2.810,1389873528,user_group-1,0.797736,,{'get_tweets': 0.7975139617919922}
37,2.853,1389873528,user_group-1,0.821410,,{'get_tweets': 0.8211839199066162}
38,2.976,1389873528,user_group-2,1.505701,Bad Response: HTTP 201,{'post_tweet': 0.8671689033508301, 'get_tweets': 0.6379470825195312}
39,3.099,1389873528,user_group-2,1.569060,Bad Response: HTTP 201,{'post_tweet': 0.9135451316833496, 'get_tweets': 0.6548810005187988}
40,3.131,1389873528,user_group-2,1.568075,Bad Response: HTTP 201,{'post_tweet': 0.904716968536377, 'get_tweets': 0.6627671718597412}
41,3.208,1389873528,user_group-2,1.619658,Bad Response: HTTP 201,{'post_tweet': 0.9386839866638184, 'get_tweets': 0.6804089546203613}
42,3.285,1389873528,user_group-2,1.638885,Bad Response: HTTP 201,{'post_tweet': 0.9424600601196289, 'get_tweets': 0.6958129405975342}
43,3.403,1389873529,user_group-2,1.702900,Bad Response: HTTP 201,{'post_tweet': 0.9862501621246338, 'get_tweets': 0.7160871028900146}
44,3.565,1389873529,user_group-2,1.755466,Bad Response: HTTP 201,{'post_tweet': 1.0427460670471191, 'get_tweets': 0.7120850086212158}
45,3.595,1389873529,user_group-2,1.783269,Bad Response: HTTP 201,{'post_tweet': 1.0323889255523682, 'get_tweets': 0.7503130435943604}
46,3.681,1389873529,user_group-1,1.067992,,{'get_tweets': 1.0677540302276611}
47,3.716,1389873529,user_group-2,1.831973,Bad Response: HTTP 201,{'post_tweet': 1.0568068027496338, 'get_tweets': 0.774554967880249}
48,3.748,1389873529,user_group-2,1.823779,Bad Response: HTTP 201,{'post_tweet': 1.0455970764160156, 'get_tweets': 0.7775359153747559}
49,3.926,1389873529,user_group-1,1.115582,,{'get_tweets': 1.1153619289398193}
50,4.013,1389873529,user_group-1,1.160076,,{'get_tweets': 1.159855842590332}
51,4.050,1389873529,user_group-2,2.014306,Bad Response: HTTP 201,{'post_tweet': 1.1527609825134277, 'get_tweets': 0.8610050678253174}
52,4.126,1389873529,user_group-2,2.060206,Bad Response: HTTP 201,{'post_tweet': 1.1796250343322754, 'get_tweets': 0.8799898624420166}
53,4.212,1389873529,user_group-1,1.198852,,{'get_tweets': 1.198580026626587}
54,4.244,1389873529,user_group-2,2.103303,Bad Response: HTTP 201,{'post_tweet': 1.2245960235595703, 'get_tweets': 0.8780789375305176}
55,4.321,1389873529,user_group-2,2.173478,Bad Response: HTTP 201,{'post_tweet': 1.2541699409484863, 'get_tweets': 0.9187178611755371}
56,4.482,1389873530,user_group-2,2.221930,Bad Response: HTTP 201,{'post_tweet': 1.3055591583251953, 'get_tweets': 0.915795087814331}
57,4.556,1389873530,user_group-2,2.255068,Bad Response: HTTP 201,{'post_tweet': 1.3040950298309326, 'get_tweets': 0.9503331184387207}
58,4.678,1389873530,user_group-2,2.303201,Bad Response: HTTP 201,{'post_tweet': 1.350451946258545, 'get_tweets': 0.9521729946136475}
59,4.709,1389873530,user_group-2,2.337290,Bad Response: HTTP 201,{'post_tweet': 1.339162826538086, 'get_tweets': 0.9975650310516357}
60,4.826,1389873530,user_group-2,2.378309,Bad Response: HTTP 201,{'post_tweet': 1.379167079925537, 'get_tweets': 0.9985301494598389}
61,4.859,1389873530,user_group-2,2.377873,Bad Response: HTTP 201,{'post_tweet': 1.3690719604492188, 'get_tweets': 1.0081629753112793}
62,4.937,1389873530,user_group-2,2.452806,Bad Response: HTTP 201,{'post_tweet': 1.40311598777771, 'get_tweets': 1.049117088317871}
63,5.098,1389873530,user_group-2,2.502393,Bad Response: HTTP 201,{'post_tweet': 1.4584510326385498, 'get_tweets': 1.0433108806610107}
64,5.140,1389873530,user_group-1,1.459458,,{'get_tweets': 1.4592339992523193}
65,5.302,1389873530,user_group-2,2.593857,Bad Response: HTTP 201,{'post_tweet': 1.5114378929138184, 'get_tweets': 1.081864833831787}
66,5.373,1389873531,user_group-2,2.638365,Bad Response: HTTP 201,{'post_tweet': 1.539844036102295, 'get_tweets': 1.0979218482971191}
67,5.407,1389873531,user_group-2,2.638958,Bad Response: HTTP 201,{'post_tweet': 1.5319609642028809, 'get_tweets': 1.1064119338989258}
68,5.449,1389873531,user_group-1,1.523443,,{'get_tweets': 1.5232188701629639}
69,5.545,1389873531,user_group-2,2.724418,Bad Response: HTTP 201,{'post_tweet': 1.5743467807769775, 'get_tweets': 1.1494691371917725}
70,5.587,1389873531,user_group-1,1.573517,,{'get_tweets': 1.5732929706573486}
71,5.631,1389873531,user_group-1,1.614929,,{'get_tweets': 1.6146869659423828}
72,5.755,1389873531,user_group-2,2.821872,Bad Response: HTTP 201,{'post_tweet': 1.657965898513794, 'get_tweets': 1.1633119583129883}
73,5.875,1389873531,user_group-2,2.898768,Bad Response: HTTP 201,{'post_tweet': 1.7045199871063232, 'get_tweets': 1.193655014038086}
74,5.918,1389873531,user_group-1,1.705929,,{'get_tweets': 1.7057039737701416}
75,6.083,1389873531,user_group-2,3.037639,Bad Response: HTTP 201,{'post_tweet': 1.792396068572998, 'get_tweets': 1.2446730136871338}
76,6.179,1389873531,user_group-2,3.079910,Bad Response: HTTP 201,{'post_tweet': 1.8158791065216064, 'get_tweets': 1.26338791847229}
77,6.274,1389873531,user_group-2,3.142838,Bad Response: HTTP 201,{'post_tweet': 1.8659381866455078, 'get_tweets': 1.2762908935546875}
78,6.306,1389873531,user_group-2,3.148881,Bad Response: HTTP 201,{'post_tweet': 1.8557929992675781, 'get_tweets': 1.2925140857696533}
79,6.428,1389873532,user_group-2,3.219573,Bad Response: HTTP 201,{'post_tweet': 1.902336835861206, 'get_tweets': 1.316619873046875}
80,6.518,1389873532,user_group-2,3.247985,Bad Response: HTTP 201,{'post_tweet': 1.9163410663604736, 'get_tweets': 1.33107590675354}
81,6.620,1389873532,user_group-2,3.334213,Bad Response: HTTP 201,{'post_tweet': 1.973262071609497, 'get_tweets': 1.3603100776672363}
82,6.779,1389873532,user_group-2,3.397081,Bad Response: HTTP 201,{'post_tweet': 2.0273048877716064, 'get_tweets': 1.3691790103912354}
83,6.810,1389873532,user_group-2,3.406925,Bad Response: HTTP 201,{'post_tweet': 2.01434588432312, 'get_tweets': 1.3920080661773682}
84,6.980,1389873532,user_group-2,3.485285,Bad Response: HTTP 201,{'post_tweet': 2.079040050506592, 'get_tweets': 1.405648946762085}
85,7.124,1389873532,user_group-2,3.559092,Bad Response: HTTP 201,{'post_tweet': 2.143054962158203, 'get_tweets': 1.4154469966888428}
86,7.167,1389873532,user_group-1,2.149420,,{'get_tweets': 2.1491570472717285}
