1,0.073,1390314170,user_group-1,0.059838,,{'get_tweets': 0.05785799026489258}
2,0.167,1390314170,user_group-1,0.093128,,{'get_tweets': 0.09286212921142578}
3,0.218,1390314170,user_group-2,0.198619,,{'post_tweet': 0.10305404663085938, 'get_tweets': 0.09297800064086914}
4,0.314,1390314170,user_group-1,0.147593,,{'get_tweets': 0.14735198020935059}
5,0.532,1390314171,user_group-2,0.399074,,{'post_tweet': 0.25821685791015625, 'get_tweets': 0.1401679515838623}
6,0.573,1390314171,user_group-1,0.257995,,{'get_tweets': 0.2577328681945801}
7,0.627,1390314171,user_group-2,0.407960,,{'post_tweet': 0.2699739933013916, 'get_tweets': 0.13739895820617676}
8,0.810,1390314171,user_group-2,0.564780,,{'post_tweet': 0.3206620216369629, 'get_tweets': 0.24351191520690918}
9,0.937,1390314171,user_group-1,0.364557,,{'get_tweets': 0.3643300533294678}
10,1.139,1390314171,user_group-2,0.780810,,{'post_tweet': 0.4146149158477783, 'get_tweets': 0.3652639389038086}
11,1.185,1390314171,user_group-2,0.715430,,{'post_tweet': 0.4187941551208496, 'get_tweets': 0.29607510566711426}
12,1.339,1390314171,user_group-2,0.807316,,{'post_tweet': 0.47492504119873047, 'get_tweets': 0.3318140506744385}
13,1.449,1390314171,user_group-1,0.511672,,{'get_tweets': 0.5114471912384033}
14,1.510,1390314172,user_group-2,0.927753,,{'post_tweet': 0.5295429229736328, 'get_tweets': 0.3975670337677002}
15,1.564,1390314172,user_group-1,0.538446,,{'get_tweets': 0.5382118225097656}
16,1.688,1390314172,user_group-2,1.060500,,{'post_tweet': 0.6553239822387695, 'get_tweets': 0.4045400619506836}
17,1.757,1390314172,user_group-2,1.063391,,{'post_tweet': 0.6700010299682617, 'get_tweets': 0.39279890060424805}
18,1.957,1390314172,user_group-2,1.150865,,{'post_tweet': 0.7284669876098633, 'get_tweets': 0.4217510223388672}
19,2.068,1390314172,user_group-2,1.257371,,{'post_tweet': 0.787506103515625, 'get_tweets': 0.46933484077453613}
20,2.205,1390314172,user_group-2,1.286152,,{'post_tweet': 0.8090038299560547, 'get_tweets': 0.4765470027923584}
21,2.260,1390314172,user_group-1,0.810976,,{'get_tweets': 0.8107280731201172}
22,2.398,1390314172,user_group-1,0.834574,,{'get_tweets': 0.8342490196228027}
23,2.587,1390314173,user_group-2,1.556832,,{'post_tweet': 0.9655969142913818, 'get_tweets': 0.5906729698181152}
24,2.909,1390314173,user_group-2,1.769543,,{'post_tweet': 1.0913500785827637, 'get_tweets': 0.6776142120361328}
25,2.961,1390314173,user_group-2,1.818565,,{'post_tweet': 1.0937988758087158, 'get_tweets': 0.7242319583892822}
26,3.003,1390314173,user_group-2,1.817042,,{'post_tweet': 1.0931141376495361, 'get_tweets': 0.7233850955963135}
27,3.168,1390314173,user_group-2,1.913924,,{'post_tweet': 1.1557810306549072, 'get_tweets': 0.7575531005859375}
28,3.209,1390314173,user_group-1,1.181989,,{'get_tweets': 1.1817371845245361}
29,3.360,1390314173,user_group-2,2.019961,,{'post_tweet': 1.2499809265136719, 'get_tweets': 0.7694120407104492}
30,3.453,1390314173,user_group-2,2.086522,,{'post_tweet': 1.2972218990325928, 'get_tweets': 0.7887430191040039}
31,3.563,1390314174,user_group-1,1.302293,,{'get_tweets': 1.30206298828125}
32,3.666,1390314174,user_group-2,2.187190,,{'post_tweet': 1.3552501201629639, 'get_tweets': 0.8313808441162109}
33,3.709,1390314174,user_group-2,2.199425,,{'post_tweet': 1.3564610481262207, 'get_tweets': 0.8423600196838379}
34,3.821,1390314174,user_group-1,1.422643,,{'get_tweets': 1.4224059581756592}
